Date,P/L,P/VPA,P/FCO,ROE,LC,LPA,VPA,Adj Close,IBOV,Resultado,Decisao,Empresa
2015-12-28,-0.65,0.05,0.22,-7.64,2.68,-2.55,33.31,1.8734929036148515,0.3660085915364226,1.507484312078429,1,GOAU4
2016-12-28,-3.18,0.19,1.32,-5.9,1.98,-1.51,25.53,0.2188732325518088,0.27801010337559795,-0.059136870823789156,0,GOAU4
2017-12-28,-33.59,0.29,3.3,-0.87,2.33,-0.22,25.51,0.23053865716699873,0.15032328996623123,0.0802153672007675,1,GOAU4
2018-12-28,8.17,0.26,3.19,3.15,1.92,0.87,27.73,0.341116474876618,0.3259526437357061,0.01516383114091191,1,GOAU4
2019-12-28,23.79,0.37,6.3,1.56,2.46,0.39,25.04,0.2402755743057554,0.02159884668852019,0.21867672761723522,1,GOAU4
2020-12-28,14.07,0.38,2.48,2.68,2.16,0.8,30.01,0.24149262333118893,-0.11916741564539568,0.3606600389765846,1,GOAU4
2011-12-28,7.56,0.31,3.24,4.11,1.15,1.28,31.1,0.19099778856857164,0.07814766335302648,0.11285012521554516,1,CEDO3
2012-12-28,8.46,0.34,4.15,4.06,1.23,1.3,32.13,0.16313092298037613,-0.15889552434702714,0.32202644732740326,1,CEDO3
2013-12-28,9.23,0.36,90.84,3.94,1.18,1.3,33.01,-0.3000000317891439,-0.021885423371759583,-0.27811460841738433,0,CEDO3
2014-12-28,-8.75,0.26,18.61,-3.03,1.12,-0.96,31.77,-0.04761900436850974,-0.12725097218067605,0.0796319678121663,1,CEDO3
2015-12-28,-0.86,0.36,2.52,-42.3,0.95,-9.31,22.02,-0.25,0.3660085915364226,-0.6160085915364226,0,CEDO3
2016-12-28,-0.43,0.77,-3.12,-180.95,0.76,-14.03,7.75,0.1333333651224773,0.4701247867251013,-0.336791421602624,0,CEDO3
2018-12-28,1.23,0.29,-1.61,23.29,1.04,4.86,20.87,0.32352937464070664,0.3259526437357061,-0.0024232690949994584,0,CEDO3
2019-12-28,-5.11,0.46,2.55,-9.01,0.97,-1.76,19.48,0.3911111619737413,0.02159884668852019,0.3695123152852211,1,CEDO3
2020-12-28,-1.76,0.71,1.55,-40.28,0.84,-5.85,14.51,-0.42571886626713906,-0.11916741564539568,-0.3065514506217434,0,CEDO3
2011-12-28,11.9,1.46,9.78,12.33,1.23,1.79,14.55,0.17244583325424934,0.07814766335302648,0.09429816990122286,1,PSSA3
2012-12-28,11.13,1.5,-41.69,13.46,1.28,2.11,15.68,0.32434478866274863,-0.15889552434702714,0.48324031300977577,1,PSSA3
2013-12-28,6.84,1.63,6.94,23.84,1.13,4.35,18.23,0.10517843946726524,-0.021885423371759583,0.12706386283902482,1,PSSA3
2014-12-28,11.22,1.64,10.92,14.6,0.99,2.71,18.56,0.02047824432258949,-0.12725097218067605,0.14772921650326554,1,PSSA3
2015-12-28,9.29,1.44,8.94,15.5,1.32,3.1,19.98,-0.05057366254284412,0.3660085915364226,-0.41658225407926674,0,PSSA3
2016-12-28,9.51,1.24,16.71,13.08,1.34,2.83,21.65,0.416164594136446,0.27801010337559795,0.13815449076084807,1,PSSA3
2017-12-28,14.15,2.02,11.87,14.27,1.41,3.41,23.87,0.6509572853837386,0.15032328996623123,0.5006339954175074,1,PSSA3
2018-12-28,13.29,2.28,16.87,17.15,1.31,4.05,23.64,0.252510165971328,0.3259526437357061,-0.07344247776437807,0,PSSA3
2019-12-28,14.69,2.45,16.44,16.68,1.27,4.27,25.58,-0.2603363583346493,-0.10014244769766767,-0.16019391063698163,0,PSSA3
2011-12-28,13.05,2.47,35.14,18.75,2.4,0.42,2.22,0.6173641756345094,0.07814766335302648,0.5392165122814829,1,JHSF3
2012-12-28,24.6,3.49,2463.35,14.08,3.67,0.35,2.47,-0.48742765064039983,-0.15889552434702714,-0.3285321262933727,0,JHSF3
2013-12-28,6.98,1.01,-125.67,14.41,3.38,0.61,4.22,-0.48647240359249977,-0.021885423371759583,-0.4645869802207402,0,JHSF3
2014-12-28,29.38,0.54,5.24,1.83,1.77,0.08,4.36,-0.4036698133812895,-0.12725097218067605,-0.27641884120061344,0,JHSF3
2015-12-28,6.05,0.25,2.35,4.07,1.13,0.21,5.08,0.10000011170114131,0.3660085915364226,-0.2660084798352813,0,JHSF3
2016-12-28,-2.94,0.33,-2.09,-11.44,1.91,-0.48,4.22,0.22377625573141047,0.27801010337559795,-0.05423384764418748,0,JHSF3
2017-12-28,-3.65,0.43,-44.19,-11.64,1.04,-0.48,4.11,0.09714273623208602,0.15032328996623123,-0.05318055373414521,0,JHSF3
2018-12-28,7.0,0.57,-11.85,8.04,0.97,0.35,4.32,2.847383640792174,0.3259526437357061,2.521430997056468,1,JHSF3
2019-12-28,13.98,1.49,46.52,10.54,2.16,0.51,4.79,0.11665006764631558,0.02159884668852019,0.09505122095779539,1,JHSF3
2020-12-28,8.31,1.4,30.86,16.82,1.72,0.94,5.59,-0.19852238508642517,-0.11916741564539568,-0.07935496944102949,0,JHSF3
2011-12-28,10.14,3.06,6.67,30.16,1.52,1.38,4.58,-0.2726628818700132,0.07814766335302648,-0.35081054522303967,0,CSRN3
2012-12-28,6.85,2.02,5.5,29.53,1.15,1.46,4.95,0.05499372639258171,-0.15889552434702714,0.21388925073960885,1,CSRN3
2013-12-28,8.08,1.9,6.45,23.38,1.58,1.24,5.28,-0.08621036534438098,-0.021885423371759583,-0.0643249419726214,0,CSRN3
2014-12-28,6.86,1.66,6.81,24.14,1.14,1.18,4.89,0.36140930141661864,-0.12725097218067605,0.4886602735972947,1,CSRN3
2015-12-28,7.72,1.87,4.21,24.28,1.38,1.23,5.08,0.6324202761510442,0.3660085915364226,0.2664116846146216,1,CSRN3
2016-12-28,13.33,2.83,7.37,21.14,0.9,1.08,5.09,0.3450672598104525,0.27801010337559795,0.06705715643485455,1,CSRN3
2017-12-28,17.48,3.86,28.78,22.09,1.01,1.12,5.07,-0.03765797672386506,0.15032328996623123,-0.1879812666900963,0,CSRN3
2018-12-28,11.47,2.87,12.48,25.0,1.39,1.44,5.75,0.18727621767339908,0.3259526437357061,-0.138676426062307,0,CSRN3
2019-12-28,11.54,2.99,6.58,25.96,1.76,1.62,6.26,0.013021636316928431,-0.10014244769766767,0.1131640840145961,1,CSRN3
2013-12-28,14.01,0.99,5.81,7.07,1.8,1.16,16.39,0.1690848516493728,-0.021885423371759583,0.1909702750211324,1,ALUP11
2014-12-28,12.17,1.14,5.79,9.35,1.98,1.45,15.49,-0.19140068319745218,-0.12725097218067605,-0.06414971101677613,0,ALUP11
2015-12-28,15.65,0.81,2.61,5.14,1.2,0.84,16.25,0.616923977302106,0.3660085915364226,0.2509153857656834,1,ALUP11
2016-12-28,13.79,0.94,3.77,6.82,1.45,1.24,18.21,0.14721196419195182,0.27801010337559795,-0.13079813918364613,0,ALUP11
2017-12-28,13.27,0.78,3.97,5.9,2.11,1.32,22.4,0.034012160160786564,0.15032328996623123,-0.11631112980544467,0,ALUP11
2018-12-28,11.83,0.73,6.73,6.18,3.26,1.55,25.02,0.519121354200613,0.3259526437357061,0.1931687104649069,1,ALUP11
2019-12-28,9.08,1.07,-74.74,11.81,2.61,3.04,25.73,0.0022168651657756833,0.02159884668852019,-0.019381981522744507,0,ALUP11
2020-12-28,8.44,0.89,-13.13,10.53,1.78,3.21,30.52,-0.06067627286266608,-0.11916741564539568,0.0584911427827296,1,ALUP11
2011-12-28,7.72,0.95,3.66,12.3,0.85,0.6,4.85,1.020689020076996,0.07814766335302648,0.9425413567239695,1,SAPR4
2012-12-28,12.93,1.77,5.93,13.82,1.06,0.7,5.1,-0.21194528499047605,-0.15889552434702714,-0.05304976064344891,0,SAPR4
2013-12-28,7.98,0.91,4.06,11.3,1.1,0.85,7.48,-0.06150728623830637,-0.021885423371759583,-0.039621862866546786,0,SAPR4
2014-12-28,6.59,0.73,3.57,11.09,0.73,0.88,7.98,-0.3594012497584286,-0.12725097218067605,-0.23215027757775253,0,SAPR4
2015-12-28,3.64,0.38,1.83,10.49,1.0,0.92,8.77,2.5964019143187356,0.3660085915364226,2.230393322782313,1,SAPR4
2016-12-28,8.14,1.07,4.67,13.04,1.35,1.32,10.09,0.1745424110894036,0.27801010337559795,-0.10346769228619435,0,SAPR4
2017-12-28,7.48,1.0,3.79,13.32,0.99,1.44,10.81,-0.022503528418672758,0.15032328996623123,-0.172826818384904,0,SAPR4
2018-12-28,7.43,1.16,4.86,15.61,0.78,1.87,12.0,1.0986341761330345,0.3259526437357061,0.7726815323973284,1,SAPR4
2019-12-28,9.85,1.72,7.27,17.49,0.91,2.14,12.26,-0.20208098158429222,0.02159884668852019,-0.2236798282728124,0,SAPR4
2020-12-28,6.24,0.9,3.9,14.35,1.21,0.66,4.59,-0.24731103896730655,-0.11916741564539568,-0.12814362332191087,0,SAPR4
2011-12-28,5.8,0.06,0.17,1.17,2.11,0.05,4.56,0.4390318001420972,0.07814766335302648,0.3608841367890707,1,UNIP6
2012-12-28,0.85,0.08,0.35,9.54,1.97,0.47,4.93,0.34496912619676445,-0.15889552434702714,0.5038646505437916,1,UNIP6
2013-12-28,0.12,0.06,0.29,48.53,1.09,4.31,8.88,-0.07324176261183757,-0.021885423371759583,-0.051356339240077986,0,UNIP6
2014-12-28,0.59,0.05,0.18,8.44,1.03,0.79,9.3,-0.06918137098106891,-0.12725097218067605,0.058069601199607135,1,UNIP6
2015-12-28,4.12,0.44,1.24,10.62,1.24,1.05,9.9,0.7404501768900178,0.3660085915364226,0.3744415853535952,1,UNIP6
2016-12-28,2.04,0.45,1.78,21.84,1.08,3.36,15.39,2.7908124347532506,0.27801010337559795,2.5128023313776526,1,UNIP6
2017-12-28,4.38,1.23,3.14,28.21,0.96,3.62,12.84,1.6552975898488982,0.15032328996623123,1.504974299882667,1,UNIP6
2018-12-28,5.83,2.13,3.45,36.52,1.42,6.32,17.31,0.16767630376625253,0.3259526437357061,-0.15827633996945356,0,UNIP6
2019-12-28,20.88,2.45,8.01,11.7,1.54,1.71,14.59,0.4022690317570783,0.02159884668852019,0.3806701850685581,1,UNIP6
2020-12-28,37.81,4.96,8.52,13.13,1.47,2.11,16.08,1.3895453107101914,-0.11916741564539568,1.508712726355587,1,UNIP6
2011-12-28,51.23,3.85,16.89,7.49,1.01,0.81,10.79,-0.01965593361068918,0.07814766335302648,-0.09780359696371566,0,ENBR3
2012-12-28,22.3,1.19,8.19,5.38,0.89,0.56,10.46,-0.08305453388292983,-0.15889552434702714,0.07584099046409731,1,ENBR3
2013-12-28,18.31,1.1,8.1,6.01,1.02,0.62,10.3,-0.1249300413959048,-0.021885423371759583,-0.10304461802414522,0,ENBR3
2014-12-28,7.29,0.83,7.63,11.32,0.88,1.23,10.82,0.41928478874088837,-0.12725097218067605,0.5465357609215644,1,ENBR3
2015-12-28,5.76,0.98,4.66,16.91,1.24,2.09,12.34,0.1963563875272205,0.3660085915364226,-0.1696522040092021,0,ENBR3
2016-12-28,12.18,0.9,3.49,7.42,1.17,1.1,14.81,0.06085062821381282,0.27801010337559795,-0.21715947516178513,0,ENBR3
2017-12-28,13.37,0.91,5.95,6.77,1.21,1.01,14.89,0.13463488357060216,0.15032328996623123,-0.015688406395629073,0,ENBR3
2018-12-28,8.09,1.07,5.87,13.16,1.54,2.1,15.94,0.5548829863988654,0.3259526437357061,0.22893034266315926,1,ENBR3
2019-12-28,10.0,1.29,5.34,12.95,1.28,2.21,17.08,-0.059815555692699585,0.02159884668852019,-0.08141440238121977,0,ENBR3
2020-12-28,7.42,0.99,5.34,13.4,0.93,2.48,18.55,0.10631336416867043,-0.11916741564539568,0.2254807798140661,1,ENBR3
2011-12-28,7.93,1.84,23.8,23.21,3.64,1.99,8.59,0.6788821572469228,0.07814766335302648,0.6007344938938963,1,EZTC3
2012-12-28,12.6,2.53,-31.28,20.05,4.05,2.04,10.16,0.12140325382771033,-0.15889552434702714,0.2802987781747375,1,EZTC3
2013-12-28,8.21,2.28,203.71,27.77,3.95,3.55,12.79,-0.16749256375286137,-0.021885423371759583,-0.14560714038110179,0,EZTC3
2014-12-28,7.67,1.5,781.33,19.63,2.3,2.87,14.65,-0.37406416806539033,-0.12725097218067605,-0.2468131958847143,0,EZTC3
2015-12-28,4.74,0.78,28.43,16.41,5.58,2.69,16.4,0.3861750560869004,0.3660085915364226,0.02016646455047777,1,EZTC3
2016-12-28,11.18,0.91,21.93,8.09,5.09,1.4,17.24,0.6499325688335824,0.27801010337559795,0.37192246545798446,1,EZTC3
2017-12-28,10.97,1.53,5.34,13.99,4.41,2.17,15.54,0.1856020258075557,0.15032328996623123,0.03527873584132446,1,EZTC3
2018-12-28,45.42,1.68,31.67,3.7,8.05,0.59,15.98,1.4851575001836599,0.3259526437357061,1.1592048564479538,1,EZTC3
2019-12-28,41.85,3.09,140.66,7.38,7.41,1.24,16.78,-0.1528311541424443,0.02159884668852019,-0.1744300008309645,0,EZTC3
2020-12-28,8.04,1596.0,-121409.49,9.8,5.5,2.46,0.02,-0.5132443834980491,-0.11916741564539568,-0.39407696785265345,0,EZTC3
2016-12-28,14.77,3.46,9.05,23.39,1.86,2.37,10.13,0.1023014460174787,0.27801010337559795,-0.17570865735811925,0,EGIE3
2017-12-28,12.5,3.67,75.52,29.31,0.66,3.07,10.47,0.3026336125179738,0.15032328996623123,0.1523103225517426,1,EGIE3
2018-12-28,12.03,4.41,8.86,36.62,1.09,3.55,9.68,0.6164906138744848,0.3259526437357061,0.2905379701387787,1,EGIE3
2019-12-28,17.95,5.92,11.45,33.0,1.13,2.83,8.58,-0.12678525361372983,-0.10014244769766767,-0.026642805916062162,0,EGIE3
2011-12-28,22.15,3.31,-61.7,14.98,1.28,0.65,4.35,0.12499574498481647,0.07814766335302648,0.046848081631789995,1,ITSA3
2012-12-28,23.75,3.29,5.49,13.88,1.2,0.61,4.4,-0.06893768630199848,-0.15889552434702714,0.08995783804502866,1,ITSA3
2013-12-28,16.49,2.62,182.17,15.84,1.81,0.77,4.84,-0.06769468818771529,-0.021885423371759583,-0.04580926481595571,0,ITSA3
2014-12-28,9.15,1.71,89.53,18.73,1.72,1.06,5.68,-0.1514689243540237,-0.12725097218067605,-0.024217952173347657,0,ITSA3
2015-12-28,5.91,1.09,52.98,18.53,1.92,1.19,6.44,0.32783630096650374,0.3660085915364226,-0.03817229056991889,0,ITSA3
2016-12-28,7.23,1.18,125.61,16.2,1.71,1.11,6.82,0.4055292239533703,0.27801010337559795,0.12751912057777237,1,ITSA3
2017-12-28,12.4,1.85,155.6,14.95,1.76,1.13,7.57,0.5121753817383023,0.15032328996623123,0.3618520917720711,1,ITSA3
2018-12-28,13.09,2.12,-186.26,16.25,2.66,1.12,6.91,0.12753078016120756,0.3259526437357061,-0.19842186357449854,0,ITSA3
2019-12-28,11.42,2.02,147.35,17.67,2.48,1.23,6.94,-0.09667549195991565,0.02159884668852019,-0.11827433864843584,0,ITSA3
2020-12-28,14.69,1.71,77.11,11.64,2.15,0.84,7.21,-0.16733706101673285,-0.11916741564539568,-0.048169645371337166,0,ITSA3
2011-12-28,6.46,0.31,5.63,4.83,1.4,2.76,57.08,-0.6077680859442937,0.07814766335302648,-0.6859157492973201,0,ELET3
2012-12-28,-1.24,0.13,0.62,-10.22,1.44,-5.09,49.74,0.014410138601810507,-0.15889552434702714,0.17330566294883765,1,ELET3
2013-12-28,-1.26,0.13,0.85,-10.36,1.52,-4.65,44.87,0.2561330333343521,-0.021885423371759583,0.2780184567061117,1,ELET3
2014-12-28,-2.59,0.14,1.51,-5.33,1.58,-2.24,42.03,-0.05290107919056164,-0.12725097218067605,0.07434989299011441,1,ELET3
2015-12-28,-0.54,0.19,1.12,-34.6,1.05,-10.68,30.86,3.097297843395201,0.3660085915364226,2.7312892518587786,1,ELET3
2016-12-28,9.02,0.7,16.34,7.77,0.94,2.53,32.58,-0.1495161593524541,0.27801010337559795,-0.42752626272805205,0,ELET3
2017-12-28,-17.16,0.71,12.65,-4.13,1.09,-1.3,31.61,0.2528437743981413,0.15032328996623123,0.10252048443191009,1,ELET3
2018-12-28,3.74,0.89,20.59,23.68,1.28,9.8,41.41,0.5997353423658307,0.3259526437357061,0.2737826986301246,1,ELET3
2019-12-28,4.78,0.72,-592.26,14.98,1.59,7.91,52.78,0.08272012062005119,0.02159884668852019,0.061121273931530995,1,ELET3
2020-12-28,7.71,0.81,-1608.48,10.53,1.88,5.13,48.68,-0.018575890988796417,-0.11916741564539568,0.10059152465659926,1,ELET3
2011-12-28,27.89,2.08,-120.08,7.4,1.74,0.19,2.55,1.269023671973541,0.07814766335302648,1.1908760086205146,1,BEEF3
2012-12-28,-13.88,3.58,6.46,-25.73,2.15,-0.81,3.14,-0.008007112551028595,-0.15889552434702714,0.15088841179599854,1,BEEF3
2013-12-28,-8.78,6.22,5.81,-70.77,2.12,-1.31,1.85,-0.13811653061848161,-0.021885423371759583,-0.11623110724672203,0,BEEF3
2014-12-28,-5.69,4.95,6.95,-87.03,2.19,-1.74,2.0,0.3277834573610179,-0.12725097218067605,0.45503442954169393,1,BEEF3
2015-12-28,-3.98,-8.31,3.33,209.2,1.65,-3.34,-1.6,-0.05956126794852479,0.3660085915364226,-0.4255698594849474,0,BEEF3
2016-12-28,15.0,5.57,5.01,37.33,2.01,0.81,2.18,-0.08784845228288596,0.27801010337559795,-0.3658585556584839,0,BEEF3
2017-12-28,-7.18,28.0,3.43,-395.38,1.86,-1.17,0.3,-0.5314552731276921,0.15032328996623123,-0.6817785630939234,0,BEEF3
2018-12-28,-1.33,-5.58,1.27,420.03,1.36,-5.27,-1.26,1.553106022680908,0.3259526437357061,1.2271533789452018,1,BEEF3
2019-12-28,321.0,-18.34,2.95,-5.74,1.47,0.04,-0.7,-0.15770403794323984,0.02159884668852019,-0.17930288463176003,0,BEEF3
2020-12-28,8.02,6.65,1.73,82.98,1.76,1.27,1.53,0.14287722715830586,-0.11916741564539568,0.26204464280370154,1,BEEF3
2011-12-28,13.57,2.06,59.82,15.17,4.6,1.99,13.1,0.163540896065421,0.07814766335302648,0.08539323271239452,1,ITUB3
2012-12-28,17.32,2.17,-25.94,12.58,8.41,1.8,14.34,0.06463680926075277,-0.15889552434702714,0.2235323336077799,1,ITUB3
2013-12-28,15.1,1.98,55.2,13.07,9.39,1.95,14.91,0.23649474501857992,-0.021885423371759583,0.2583801683903395,1,ITUB3
2014-12-28,11.1,1.9,35.34,17.07,8.9,2.91,17.03,-0.11151333669148122,-0.12725097218067605,0.015737635489194823,1,ITUB3
2015-12-28,6.98,1.33,4.67,19.05,3.12,3.52,18.5,0.40042872617770864,0.3660085915364226,0.034420134641286015,1,ITUB3
2016-12-28,9.52,1.51,-146.22,15.9,0.75,3.15,19.81,0.36100273880364386,0.27801010337559795,0.08299263542804591,1,ITUB3
2017-12-28,12.63,2.08,-24.45,16.43,1.06,3.53,21.48,0.28125023514167946,0.15032328996623123,0.13092694517544823,1,ITUB3
2018-12-28,13.33,2.22,41.03,16.64,1.02,2.24,13.45,-0.2698981486640578,0.19316850046081901,-0.46306664912487683,0,ITUB3
2011-12-28,18.67,0.8,4.74,4.25,1.21,0.83,19.42,0.3425942627488143,0.07814766335302648,0.26444659939578785,1,SLCE3
2012-12-28,50.9,0.98,68.49,1.91,1.34,0.39,20.16,0.028230177982701887,-0.15889552434702714,0.18712570232972903,1,SLCE3
2013-12-28,21.03,0.94,-31.95,4.47,1.22,0.97,21.61,-0.27854217701034745,-0.021885423371759583,-0.25665675363858786,0,SLCE3
2014-12-28,20.43,0.58,18.44,2.84,1.2,0.69,24.2,0.1798115437551473,-0.12725097218067605,0.30706251593582334,1,SLCE3
2015-12-28,13.27,0.68,5.92,5.12,1.25,1.24,24.19,-0.0845912318977502,0.3660085915364226,-0.4505998234341728,0,SLCE3
2016-12-28,48.23,0.54,4.68,1.14,1.27,0.3,26.58,1.0092803541756896,0.27801010337559795,0.7312702508000917,1,SLCE3
2017-12-28,9.94,1.31,9.53,13.19,1.35,3.6,27.32,0.8578842920959395,0.15032328996623123,0.7075610021297083,1,SLCE3
2018-12-28,10.64,1.45,9.96,13.64,1.37,3.86,28.26,0.24164596749175038,0.3259526437357061,-0.08430667624395571,0,SLCE3
2019-12-28,15.21,1.58,8.88,10.44,1.51,1.63,15.66,0.20816670721781017,0.02159884668852019,0.18656786052928997,1,SLCE3
2020-12-28,-58.24,3.7,19.37,-6.36,1.47,-0.97,15.27,0.6017998820157864,-0.11916741564539568,0.7209672976611821,1,SLCE3
2013-12-28,25.27,6.53,22.47,25.77,4.4,0.93,3.6,0.32587229812053375,-0.021885423371759583,0.34775772149229334,1,SEER3
2014-12-28,17.3,5.92,20.93,34.13,1.83,1.71,5.0,-0.7282172051491953,-0.12725097218067605,-0.6009662329685193,0,SEER3
2015-12-28,5.97,1.27,12.51,21.27,1.84,1.29,6.05,1.3271897521604408,0.3660085915364226,0.9611811606240181,1,SEER3
2016-12-28,10.15,2.46,8.12,24.25,1.92,1.84,7.59,0.7993634114611843,0.27801010337559795,0.5213533080855863,1,SEER3
2017-12-28,18.99,2.49,10.53,13.09,4.29,1.58,12.05,-0.4898540776760838,0.15032328996623123,-0.640177367642315,0,SEER3
2018-12-28,12.65,1.73,6.56,13.69,2.81,1.61,11.74,1.0465562233726167,0.3259526437357061,0.7206035796369106,1,SEER3
2019-12-28,26.18,2.73,18.96,10.42,1.59,1.06,10.17,-0.44964901337298613,0.02159884668852019,-0.4712478600615063,0,SEER3
2020-12-28,10.16,1.17,6.12,11.57,2.41,1.28,11.08,-0.3063936795088348,-0.11916741564539568,-0.1872262638634391,0,SEER3
2011-12-28,24.94,5.86,-29.03,23.47,2.17,0.83,3.53,0.8661123969369071,0.07814766335302648,0.7879647335838806,1,HBOR3
2012-12-28,11.84,2.87,-36.19,24.12,2.29,1.06,4.38,-0.17717001998514648,-0.15889552434702714,-0.018274495638119337,0,HBOR3
2013-12-28,6.61,1.17,-126.32,17.75,2.95,1.18,6.65,-0.31986818945856466,-0.021885423371759583,-0.2979827660868051,0,HBOR3
2014-12-28,5.79,0.69,9.54,11.85,2.41,0.82,6.9,-0.6225952410752718,-0.12725097218067605,-0.4953442688945957,0,HBOR3
2015-12-28,5.81,0.22,-1.09,3.68,3.05,0.27,7.26,0.0023804905512136987,0.3660085915364226,-0.3636281009852089,0,HBOR3
2016-12-28,-3.85,0.21,-1.77,-5.5,2.29,-0.4,7.28,0.3532735834195211,0.27801010337559795,0.07526348004392314,1,HBOR3
2017-12-28,-1.77,0.31,-14.25,-17.44,3.09,-1.11,6.36,-0.22959186043858504,0.15032328996623123,-0.37991515040481627,0,HBOR3
2018-12-28,-1.01,0.3,1.69,-29.67,1.97,-1.32,4.46,1.980132179645476,0.3259526437357061,1.65417953590977,1,HBOR3
2019-12-28,-28.44,1.9,23.98,-6.5,2.75,-0.16,2.4,-0.47066666007131075,0.02159884668852019,-0.49226550675983094,0,HBOR3
2020-12-28,42.0,0.67,-16.13,1.58,3.12,0.2,12.51,-0.6149528265741792,-0.11916741564539568,-0.4957854109287835,0,HBOR3
2011-12-28,5.24,0.58,19.96,11.02,1.96,0.62,5.63,0.5859373412590283,0.07814766335302648,0.5077896779060018,1,CTSA3
2012-12-28,5.98,0.78,5.86,13.07,4.06,0.81,6.24,0.1718748952670952,-0.15889552434702714,0.33077041961412235,1,CTSA3
2013-12-28,6.8,0.88,-22.98,12.99,2.35,0.9,6.93,-0.38424585235684194,-0.021885423371759583,-0.36236042898508236,0,CTSA3
2014-12-28,162.0,0.47,-4.48,0.35,1.96,0.02,6.91,-0.2727191273778087,-0.12725097218067605,-0.14546815519713263,0,CTSA3
2015-12-28,-4.35,0.37,-13.63,-8.4,1.56,-0.54,6.38,-0.30638317445443297,0.3660085915364226,-0.6723917659908556,0,CTSA3
2016-12-28,-20.12,0.26,3.39,-1.28,1.32,-0.08,6.3,1.2503405169284147,0.27801010337559795,0.9723304135528168,1,CTSA3
2017-12-28,9.58,0.55,4.8,5.77,1.1,0.38,6.63,0.8397431621426219,0.15032328996623123,0.6894198721763907,1,CTSA3
2018-12-28,6.99,0.89,-3.06,12.84,1.37,0.67,5.23,0.43283097728312003,0.3259526437357061,0.10687833354741394,1,CTSA3
2019-12-28,23.7,0.87,4.24,3.68,1.36,0.27,7.33,-0.5697358459012286,0.02159884668852019,-0.5913346925897488,0,CTSA3
2020-12-28,5.41,1.04,5.09,-0.01,1.07,0.34,2.56,-0.3011152436726785,-0.11916741564539568,-0.18194782802728282,0,CTSA3
2011-12-28,17.33,4.25,31.21,24.46,2.4,1.48,6.03,0.4057600071536456,0.07814766335302648,0.3276123438006191,1,TGMA3
2012-12-28,27.78,5.56,35.66,20.08,1.3,1.26,6.29,-0.46790174833773757,-0.15889552434702714,-0.3090062239907104,0,TGMA3
2013-12-28,24.0,2.96,10.44,12.31,2.29,0.75,6.08,-0.12969073550710286,-0.021885423371759583,-0.10780531213534328,0,TGMA3
2014-12-28,-45.4,2.89,-8.5,-6.34,3.57,-0.35,5.49,-0.708638628532883,-0.12725097218067605,-0.5813876563522069,0,TGMA3
2015-12-28,31.33,0.85,2.77,2.72,2.14,0.15,5.54,0.7094596524729191,0.3660085915364226,0.34345106093649647,1,TGMA3
2016-12-28,36.62,1.35,6.02,3.69,1.5,0.21,5.68,1.6833514721580172,0.27801010337559795,1.4053413687824192,1,TGMA3
2017-12-28,14.87,3.43,18.13,23.12,1.94,1.57,6.8,0.46249318218239965,0.15032328996623123,0.3121698922161684,1,TGMA3
2018-12-28,16.09,3.59,16.6,22.35,1.98,1.64,7.34,0.4563036550314039,0.3259526437357061,0.13035101129569782,1,TGMA3
2019-12-28,12.81,4.32,13.99,33.73,1.67,2.94,8.71,-0.2797154920365432,0.02159884668852019,-0.3013143387250634,0,TGMA3
2020-12-28,24.08,2.84,8.74,11.77,2.52,1.12,9.48,-0.4092409259090053,-0.11916741564539568,-0.2900735102636096,0,TGMA3
2011-12-28,-5.97,1.3,2.95,-21.82,1.4,-1.43,6.56,0.015568762441253714,0.07814766335302648,-0.06257890091177276,0,MRFG3
2012-12-28,-19.72,1.03,39.85,-5.2,1.33,-0.43,8.26,-0.5400943495505095,-0.15889552434702714,-0.38119882520348236,0,MRFG3
2013-12-28,-2.29,0.67,10.57,-29.29,2.03,-1.75,5.98,0.5615387689361453,-0.021885423371759583,0.5834241923079049,1,MRFG3
2014-12-28,-4.3,1.54,1.89,-35.69,1.79,-1.42,3.97,0.04269276686106238,-0.12725097218067605,0.16994373904173843,1,MRFG3
2015-12-28,-5.67,3.92,1.58,-69.46,1.82,-1.12,1.62,0.03779513695270098,0.3660085915364226,-0.32821345458372164,0,MRFG3
2016-12-28,-5.08,3.13,2.06,-61.7,1.26,-1.3,2.11,0.11077418136712103,0.27801010337559795,-0.16723592200847692,0,MRFG3
2017-12-28,-6.08,1.12,-419.68,-18.35,1.62,-0.93,5.05,-0.2540984648662582,0.15032328996623123,-0.40442175483248943,0,MRFG3
2018-12-28,2.23,0.78,2.05,34.78,1.36,2.68,7.7,0.7875458427108484,0.3259526437357061,0.4615931989751423,1,MRFG3
2019-12-28,32.13,3.98,2.72,12.28,1.36,0.31,2.5,0.48975419592419733,0.02159884668852019,0.46815534923567714,1,MRFG3
2020-12-28,3.13,2.94,-98.64,93.96,1.33,4.64,4.94,0.8813130690965185,-0.11916741564539568,1.0004804847419142,1,MRFG3
2011-12-28,11.76,2.43,5.4,20.36,1.18,0.25,1.21,0.06541038462811288,0.07814766335302648,-0.012737278724913592,0,WHRL3
2012-12-28,7.93,2.23,7.99,28.44,1.26,0.4,1.42,0.38267166396365826,-0.15889552434702714,0.5415671883106854,1,WHRL3
2013-12-28,7.2,2.37,5.08,32.98,1.32,0.54,1.64,0.2505419180575681,-0.021885423371759583,0.2724273414293277,1,WHRL3
